,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
110,2020-00073656,10/01/20,12:00,6900 block of Preinkert Dr,10/14/20,14:01,Telephone/EMail Misuse,Investigation Pending
112,2020-00073670,10/09/20,17:00,4100 block of Valley Dr,10/14/20,16:32,Theft,Investigation Pending
114,2020-00073791,10/15/20,04:13,7700 block of Alumni Dr,10/15/20,04:13,Trespassing,CBE
116,2020-00073882,10/15/20,16:27,4000 block of Stadium Dr,10/15/20,16:27,Injured/Sick Person,CBE
118,2020-00073994,10/15/20,23:05,4100 block of Farm Dr,10/15/20,23:05,Injured/Sick Person,CBE
120,2020-00073995,10/15/20,23:07,7500 block of Regents Dr,10/15/20,23:07,Injured/Sick Person,CBE
122,2020-00073996,10/15/20,20:30,Severn at 5245 Greenbelt Rd,10/15/20,23:21,Dept Property Damage/Loss,CBE
124,2020-00074013,10/15/20,00:36,7700 block of Alumni Dr,10/16/20,00:35,Trespassing,CBE
126,2020-00074276,10/16/20,11:20,3800 block of Golf Course Rd,10/16/20,18:31,Vandalism,CBE
128,2020-00074357,10/16/20,23:04,3900 block of Denton Service Ln,10/16/20,23:04,Emergency Petition,CBE
130,2020-00074364,10/16/20,23:41,7900 block of Regents Dr,10/16/20,23:41,Injured/Sick Person,CBE
132,2020-00074371,10/16/20,23:59,4500 block of Knox Rd,10/16/20,23:59,DWI/DUI,Arrest
134,2020-00074541,10/17/20,18:34,Paint Branch Dr,10/17/20,18:34,DWI/DUI,Arrest
136,2020-00074542,10/17/20,19:45,3900 block of Denton Service Ln,10/17/20,19:45,Injured/Sick Person,CBE
138,2020-00074616,10/18/20,00:24,4200 block of Farm Dr,10/18/20,00:24,Injured/Sick Person,CBE
140,2020-00074629,10/18/20,01:19,7700 block of Baltimore Ave,10/18/20,01:19,DWI/DUI,Arrest
142,2020-00074635,10/18/20,01:32,4000 block of Stadium Dr,10/18/20,01:32,Injured/Sick Person,CBE
144,2020-00074832,10/18/20,22:13,4400 block of Lehigh Rd,10/18/20,22:13,Weapon Violation,Arrest
146,2020-00074859,10/18/20,23:44,University Blvd,10/18/20,23:44,Warrant/Summons Service,Arrest
148,2020-00074883,10/19/20,01:33,3800 block of Stadium Dr,10/19/20,01:33,Emergency Petition,CBE
150,2020-00074999,10/19/20,10:20,9100 block of Baltimore Ave,10/19/20,10:47,Assist Other Agency,Active/Pending
152,2020-00075034,10/19/20,11:06,3400 block of Tulane Dr,10/19/20,12:59,Fraud,Active/Pending
154,2020-00075087,10/19/20,16:41,,10/19/20,16:41,Theft from Auto,Investigation Pending
156,2020-00075091,10/19/20,17:00,4000 block of Fieldhouse Dr,10/19/20,17:10,Injured/Sick Person,CBE
158,2020-00075201,01/01/19,12:00,4200 block of Valley Dr,10/20/20,10:51,Rape,CBE
160,2020-00075296,10/20/20,15:59,3400 block of Tulane Dr,10/20/20,16:06,Theft,Investigation Pending
162,2020-00075601,10/21/20,21:01,8500 block of Boteler Ln,10/21/20,21:01,Suspicious Activity,CBE
164,2020-00075660,10/21/20,23:29,Rossborough Ln,10/21/20,23:29,CDS Violation,Arrest
166,2020-00075744,07/31/20,15:00,8100 block of Paint Branch Dr,10/22/20,15:25,Theft,Active/Pending
168,2020-00075779,10/22/20,19:22,7300 block of Preinkert Dr,10/22/20,19:22,Injured/Sick Person,CBE
170,2020-00075890,10/23/20,02:08,University Blvd,10/23/20,02:08,Traffic Offense,Summons Issued
172,2020-00075942,10/22/20,19:00,4300 block of Rowalt Dr,10/23/20,08:12,Theft from Auto,Investigation Pending
174,2020-00075966,06/03/20,11:18,Severn at 5245 Greenbelt Rd,10/23/20,10:52,Theft,Investigation Pending
176,2020-00075994,10/23/20,12:30,7200 block of Baltimore Ave,10/23/20,12:48,Assist Other Agency,Active/Pending
178,2020-00076081,10/23/20,18:42,4100 block of Valley Dr,10/23/20,18:42,Injured/Sick Person,CBE
180,2020-00076088,10/23/20,19:00,Guilford Rd,10/23/20,19:04,Injured/Sick Person,CBE
182,2020-00076194,10/23/20,23:16,7000 block of Preinkert Dr,10/23/20,23:16,Injured/Sick Person,CBE
184,2020-00076199,10/23/20,23:26,University Blvd,10/23/20,23:26,DWI/DUI,Arrest
186,2020-00076255,10/24/20,01:10,7900 block of Regents Dr,10/24/20,02:12,Assault,Summons Issued
188,2020-00076266,10/24/20,03:39,Greenbelt Rd,10/24/20,03:39,Warrant/Summons Service,Arrest
190,2020-00076378,10/24/20,16:24,3900 block of Campus Dr,10/24/20,16:24,Emergency Petition,Active/Pending
192,2020-00076400,10/24/20,22:00,4200 block of Chapel Ln,10/24/20,22:02,Injured/Sick Person,CBE
194,2020-00076408,10/24/20,23:00,4400 block of Knox Rd,10/24/20,23:18,Injured/Sick Person,CBE
196,2020-00076423,10/25/20,00:01,Baltimore Ave,10/25/20,00:01,Missing Person/Runaway,CBE
198,2020-00076650,10/25/20,23:48,University Blvd,10/25/20,23:48,DWI/DUI,Arrest
200,2020-00076656,10/26/20,00:12,University Blvd,10/26/20,00:12,DWI/DUI,Arrest
202,2020-00076782,10/26/20,10:10,4000 block of Union Dr,10/26/20,10:25,Injured/Sick Person,CBE
204,2020-00077087,10/22/20,22:00,4000 block of Campus Dr,10/27/20,11:04,Damage to State Property,CBE
206,2020-00077150,10/27/20,18:15,3900 block of Campus Dr,10/27/20,18:34,Animal Complaint,CBE
208,2020-00077166,10/27/20,19:00,7500 block of Preinkert Dr,10/27/20,22:03,Injured/Sick Person,CBE
210,2020-00077233,10/28/20,01:45,Severn at 5245 Greenbelt Rd,10/28/20,01:45,Traffic Arrest,Arrest
212,2020-00077345,10/28/20,13:40,7500 block of Baltimore Ave,10/28/20,14:16,Police Information,CBE
214,2020-00077391,10/28/20,16:52,3400 block of Tulane Dr,10/28/20,16:52,Found/Recovered Property,CBE
216,2020-00077405,10/28/20,17:43,Baltimore Ave,10/28/20,17:43,CDS Violation,Arrest
218,2020-00077589,10/29/20,14:29,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr",10/29/20,14:39,Indecent Exposure (Title IX Related),Summons Issued
220,2020-00077677,10/30/20,00:14,7500 block of Regents Dr,10/30/20,00:14,Theft,Arrest
222,2020-00077685,10/30/20,00:40,,10/30/20,00:40,CDS Violation,Arrest
224,2020-00077970,10/30/20,22:41,8500 block of Boteler Ln,10/30/20,22:41,CDS Violation,CBE
226,2020-00077980,10/30/20,23:11,Campus Dr,10/30/20,23:11,Juvenile Offense,Juvenile Arrest
228,2020-00077984,10/30/20,23:29,,10/30/20,23:29,Injured/Sick Person,CBE
230,2020-00077992,10/31/20,00:10,3900 block of Campus Dr,10/31/20,00:09,Injured/Sick Person,CBE
232,2020-00077996,10/30/20,00:35,7500 block of Regents Dr,10/31/20,00:35,Theft,Arrest
234,2020-00078002,10/30/20,22:54,Knox Rd,10/31/20,01:27,Traffic Offense,Arrest
236,2020-00078003,10/30/20,23:27,Knox Rd,10/31/20,01:29,Traffic Offense,Arrest
238,2020-00078004,10/31/20,00:35,Knox Rd,10/31/20,01:30,Traffic Offense,Arrest
240,2020-00078006,10/30/20,23:28,Knox Rd,10/31/20,01:33,Traffic Offense,Arrest
242,2020-00078014,10/31/20,02:50,Baltimore Ave,10/31/20,02:50,DWI/DUI,Arrest
244,2020-00078101,10/31/20,10:00,230 block of Bald Eagle Dr,10/31/20,13:10,Dept Property Damage/Loss,Active/Pending
246,2020-00078183,10/31/20,23:09,7700 block of Baltimore Ave,10/31/20,23:09,Assist Other Agency,CBE
0,2020-00078344,11/01/20,12:23,Campus Dr,11/01/20,12:23,Assist Other Agency,CBE
2,2020-00078378,11/01/20,16:37,7500 block of Baltimore Ave,11/01/20,16:37,Police Information,CBE
4,2020-00078581,11/02/20,10:09,4200 block of Lehigh Rd,11/02/20,10:09,Injured/Sick Person,CBE
6,2020-00078604,10/31/20,00:30,Guilford Rd,11/02/20,11:35,Assist Other Agency,CBE
8,2020-00078629,11/02/20,13:27,4300 block of Stadium Dr,11/02/20,13:27,Injured/Sick Person,CBE
10,2020-00078799,11/03/20,01:11,University Blvd,11/03/20,01:11,CDS Violation,Active/Pending
12,2020-00078836,11/02/20,16:30,340 block of Ehrensberger Dr,11/03/20,05:35,Theft from Auto,Investigation Pending
14,2020-00079085,11/03/20,23:13,Baltimore Ave,11/03/20,23:13,CDS Violation,Arrest
16,2020-00079106,11/04/20,01:02,340 block of Ehrensberger Dr,11/04/20,01:02,Recovered Stolen Property,Arrest
18,2020-00079300,11/04/20,20:22,4000 block of Stadium Dr,11/04/20,20:22,CDS Violation,Arrest
20,2020-00079307,11/04/20,20:57,8300 block of Boteler Ln,11/04/20,21:36,Fraud,Active/Pending
22,2020-00079341,11/02/20,05:00,8100 block of Paint Branch Dr,11/04/20,23:33,Theft,Arrest
24,2020-00079449,07/01/20,04:00,8100 block of Paint Branch Dr,11/05/20,10:19,Theft,Active/Pending
26,2020-00079459,11/05/20,13:20,"Howard, Howard Hall at 4296 Lehigh Rd",11/05/20,13:20,Injured/Sick Person,CBE
28,2020-00079590,11/06/20,02:45,3900 block of Denton Service Ln,11/06/20,02:45,CDS Violation,Arrest
30,2020-00079615,11/06/20,07:26,Rt 2/ Rt 258,11/06/20,08:12,Accident - Departmental,CBE
32,2020-00079767,11/06/20,20:10,6900 block of Preinkert Dr,11/06/20,20:10,Injured/Sick Person,CBE
34,2020-00079817,11/07/20,00:22,8100 block of Baltimore Ave,11/07/20,00:22,Assist Other Agency,CBE
36,2020-00079837,11/07/20,01:47,Diamondback Dr,11/07/20,01:47,CDS Violation,Arrest
38,2020-00080109,11/08/20,01:44,Knox Rd,11/08/20,01:44,DWI/DUI,Arrest
40,2020-00080313,11/08/20,18:00,3900 block of Denton Service Ln,11/08/20,20:24,Injured/Sick Person,CBE
42,2020-00080380,11/09/20,01:45,4000 block of Stadium Dr,11/09/20,02:31,Theft,Active/Pending
44,2020-00080404,11/09/20,05:09,Baltimore Ave,11/09/20,05:09,DWI/DUI,Arrest
46,2020-00080481,11/06/20,16:30,7500 block of Baltimore Ave,11/09/20,14:36,Found/Recovered Property,CBE
48,2020-00080487,11/09/20,15:14,Pi Kappa Alpha at 2 Fraternity Row,11/09/20,15:14,Injured/Sick Person,CBE
50,2020-00080490,11/09/20,14:00,7500 block of Baltimore Ave,11/09/20,15:46,Check on the Welfare,CBE
52,2020-00080548,11/06/20,12:30,4400 block of Stadium Dr,11/09/20,21:05,Theft,Active/Pending
54,2020-00080615,11/10/20,01:05,Fury Ln,11/10/20,01:05,Assist Other Agency,CBE
56,2020-00080671,11/10/20,09:00,3800 block of Golf Course Rd,11/10/20,09:32,Theft from Auto,Investigation Pending
58,2020-00080715,11/10/20,15:48,Baltimore Ave,11/10/20,15:48,DWI/DUI,Arrest
60,2020-00080725,11/10/20,08:00,3800 block of Golf Course Rd,11/10/20,16:46,Theft,Investigation Pending
62,2020-00080774,11/10/20,23:12,6700 block of Baltimore Ave,11/10/20,23:12,Assist Other Agency,CBE
64,2020-00080806,11/11/20,01:31,3400 block of Tulane Dr,11/11/20,01:31,Suspicious Activity,CBE
66,2020-00080824,11/11/20,03:30,3400 block of Tulane Dr,11/11/20,05:51,Fraud (Title IX Related),Investigation Pending
68,2020-00080924,11/11/20,15:49,7500 block of Baltimore Ave,11/11/20,15:49,Trespassing,Arrest
70,2020-00080926,11/11/20,15:50,5200 block of Greenbelt Rd,11/11/20,16:00,Animal Complaint,CBE
72,2020-00080960,11/11/20,19:30,3900 block of Denton Service Ln,11/11/20,19:30,Injured/Sick Person,CBE
74,2020-00081285,11/13/20,02:59,3700 block of Campus Dr,11/13/20,02:59,DWI/DUI,Arrest
76,2020-00081387,11/13/20,13:00,4300 block of Knox Rd,11/13/20,13:32,Injured/Sick Person,CBE
78,2020-00081410,11/09/20,21:00,4100 block of Valley Dr,11/13/20,16:59,Theft,Investigation Pending
80,2020-00081459,11/13/20,21:34,Garage D at 4155 Terrapin Trl,11/13/20,21:34,Other Incident,CBE
82,2020-00081497,11/13/20,23:59,Garage D at 4155 Terrapin Trl,11/13/20,23:59,CDS Violation,Arrest
84,2020-00081513,11/14/20,01:57,4400 block of Lehigh Rd,11/14/20,01:57,Injured/Sick Person,CBE
86,2020-00081520,11/14/20,03:12,4200 block of Valley Dr,11/14/20,03:12,Injured/Sick Person,CBE
88,2020-00081596,11/13/20,11:30,4000 block of Stadium Dr,11/14/20,12:30,Theft,Investigation Pending
90,2020-00081723,11/14/20,21:15,3900 block of Denton Service Ln,11/14/20,21:15,Injured/Sick Person,CBE
92,2020-00081739,11/14/20,22:49,Garage D at 4155 Terrapin Trl,11/14/20,22:49,Other Incident,CBE
94,2020-00081795,11/15/20,03:24,Adelphi Rd,11/15/20,03:24,DWI/DUI,Arrest
96,2020-00081828,11/15/20,09:04,7500 block of Hopkins Ave,11/15/20,09:04,Injured/Sick Person,CBE
98,2020-00081846,11/15/20,11:00,4600 block of Calvert Rd,11/15/20,11:15,Accident - Departmental,CBE
100,2020-00081860,11/15/20,12:00,3800 block of Golf Course Rd,11/15/20,12:59,Theft from Auto,Investigation Pending
102,2020-00081937,11/15/20,19:10,4000 block of Fieldhouse Dr,11/15/20,19:59,Injured/Sick Person,CBE
104,2020-00082386,11/13/20,14:15,,11/17/20,07:08,Stolen Motor Vehicle,Active/Pending
106,2020-00082480,11/13/20,09:00,7500 block of Baltimore Ave,11/17/20,17:05,Dept Property Damage/Loss,CBE
108,2020-00082630,11/18/20,08:00,7000 block of Preinkert Dr,11/18/20,09:21,Other Incident,CBE
110,2020-00082701,11/17/20,07:00,3800 block of Golf Course Rd,11/18/20,16:44,Theft from Auto,Investigation Pending
112,2020-00082975,11/20/20,02:11,Severn at 5245 Greenbelt Rd,11/20/20,02:11,DWI/DUI,Arrest
114,2020-00082995,11/13/20,08:33,7400 block of Preinkert Dr,11/20/20,08:33,CDS Violation,CBE
116,2020-00083089,11/20/20,14:36,3800 block of Stadium Dr,11/20/20,14:36,Warrant/Summons Service,Arrest
118,2020-00083193,11/21/20,00:06,3900 block of Denton Service Ln,11/21/20,00:06,Injured/Sick Person,CBE
120,2020-00083202,11/21/20,00:36,3900 block of Campus Dr,11/21/20,00:36,Injured/Sick Person,CBE
122,2020-00083208,11/21/20,01:04,Town Hall at 8135 Baltimore Ave,11/21/20,01:04,DWI/DUI,Arrest
124,2020-00083477,11/22/20,00:07,4000 block of Stadium Dr,11/22/20,00:07,CDS Violation,Arrest
126,2020-00083488,11/22/20,00:30,Baltimore Ave,11/22/20,00:30,DWI/DUI,Arrest
128,2020-00083562,11/22/20,05:58,7000 block of Preinkert Dr,11/22/20,05:58,Emergency Petition,CBE
130,2020-00084282,11/24/20,22:39,8400 block of Baltimore Ave,11/24/20,22:39,CDS Violation,Arrest
132,2020-00084607,11/25/20,22:50,Campus Dr,11/25/20,22:50,DWI/DUI,Arrest
134,2020-00084608,11/25/20,22:55,University Blvd,11/25/20,22:55,CDS Violation,Arrest
136,2020-00084627,11/26/20,01:38,Baltimore Ave,11/26/20,01:38,DWI/DUI,Arrest
138,2020-00084904,11/27/20,00:28,Baltimore Ave,11/27/20,00:28,DWI/DUI,Arrest
140,2020-00085122,11/27/20,22:50,8000 block of Boteler Ln,11/27/20,23:03,Injured/Sick Person,CBE
142,2020-00085375,11/28/20,22:27,Greenbelt Rd,11/28/20,22:27,CDS Violation,Arrest
144,2020-00085432,11/29/20,07:10,4200 block of Knox Rd,11/29/20,07:10,Assist Other Agency,CBE
146,2020-00085595,11/28/20,14:00,4300 block of Knox Rd,11/29/20,15:50,Theft,Investigation Pending
148,2020-00085678,11/29/20,20:52,4100 block of Farm Dr,11/29/20,20:52,CDS Violation,CBE
150,2020-00085719,11/29/20,23:52,Baltimore Ave,11/29/20,23:52,DWI/DUI,Arrest
152,2020-00085929,11/30/20,14:31,Route 50 / Ritchie Hwy,11/30/20,14:31,Accident - Departmental,CBE
154,2020-00086047,11/30/20,23:57,8900 block of Paint Branch Dr,11/30/20,23:57,Recovered Stolen Property,Arrest
0,2020-00086172,11/15/20,{NO TIME},4200 block of Campus Dr,12/01/20,09:46,Damage to State Property,Active/Pending
2,2020-00086415,12/02/20,10:35,3800 block of Campus Dr,12/02/20,10:35,Damage to State Property,CBE
4,2020-00086454,11/28/20,15:17,7500 block of Baltimore Ave,12/02/20,16:28,Dept Property Damage/Loss,CBE
6,2020-00086456,12/01/20,15:05,4100 block of Valley Dr,12/02/20,16:18,Missing Person/Runaway,CBE
8,2020-00086458,10/19/20,14:00,3900 block of Campus Dr,12/02/20,17:00,Theft,Investigation Pending
10,2020-00086471,12/02/20,18:39,8900 block of Paint Branch Dr,12/02/20,18:39,CDS Violation,Arrest
12,2020-00086679,11/22/20,12:00,3900 block of Campus Dr,12/03/20,10:53,Theft,Active/Pending
14,2020-00086684,12/03/20,10:00,8600 block of Boteler Ln,12/03/20,11:14,Injured/Sick Person,CBE
16,2020-00086689,12/03/20,11:00,4200 block of Lehigh Rd,12/03/20,12:16,Emergency Petition,CBE
18,2020-00086699,12/02/20,06:55,3900 block of Campus Dr,12/03/20,13:45,Other Incident,CBE
20,2020-00086760,12/03/20,19:59,4100 block of Fieldhouse Dr,12/03/20,19:59,Trespassing,CBE
22,2020-00086869,12/04/20,01:27,College Ave,12/04/20,01:27,Alcohol Violation,Arrest
24,2020-00086934,12/03/20,12:25,4200 block of Fieldhouse Dr,12/04/20,04:30,Theft,Investigation Pending
26,2020-00087161,12/05/20,01:48,7000 block of Preinkert Dr,12/05/20,01:48,Injured/Sick Person,CBE
28,2020-00087368,12/05/20,11:52,340 block of Ehrensberger Dr,12/05/20,21:22,Theft from Auto,Active/Pending
30,2020-00087655,12/06/20,23:14,4400 block of Lehigh Rd,12/06/20,23:14,Weapon Violation,Active/Pending
32,2020-00087665,12/07/20,00:29,3800 block of Campus Dr,12/07/20,00:29,Trespassing,Arrest
34,2020-00087851,12/07/20,20:56,4000 block of Stadium Dr,12/07/20,21:21,Theft,Investigation Pending
36,2020-00087906,12/08/20,00:59,Adelphi Rd / Stanford St,12/08/20,00:59,CDS Violation,Active/Pending
38,2020-00087921,12/08/20,02:40,4300 block of Campus Dr,12/08/20,02:40,Other Incident,CBE
40,2020-00087960,12/07/20,16:00,7100 block of Preinkert Dr,12/08/20,08:03,Theft from Auto,Active/Pending
42,2020-00087965,12/07/20,14:30,Garage C at 8056 Regents Dr,12/08/20,09:17,Theft from Auto,Active/Pending
44,2020-00088049,11/25/20,09:00,3900 block of Campus Dr,12/08/20,15:08,Other Incident,CBE
46,2020-00088108,12/08/20,21:17,Baltimore Ave,12/08/20,21:17,DWI/DUI,Arrest
48,2020-00088153,12/09/20,02:12,University Blvd,12/09/20,02:12,CDS Violation,Arrest
50,2020-00088380,12/09/20,23:47,4100 block of Farm Dr,12/09/20,23:47,Emergency Petition,CBE
52,2020-00088651,12/10/20,15:53,3900 block of Campus Dr,12/10/20,15:53,Other Incident,CBE
54,2020-00088721,12/10/20,21:26,,12/10/20,21:26,CDS Violation,Arrest
56,2020-00088727,12/10/20,22:55,Garage C at 8056 Regents Dr,12/10/20,22:55,CDS Violation,Arrest
58,2020-00088789,12/11/20,03:46,University Blvd,12/11/20,03:46,DWI/DUI,Arrest
60,2020-00088992,12/12/20,00:31,College Ave,12/12/20,00:31,Alcohol Violation,Arrest
62,2020-00089196,12/13/20,00:02,Baltimore Ave,12/13/20,00:02,CDS Violation,Arrest
64,2020-00089210,12/13/20,03:49,Stadium Dr / Farm Dr,12/13/20,03:49,Trespassing,CBE
66,2020-00089426,12/13/20,23:58,Berwyn Rd,12/13/20,23:58,CDS Violation,Arrest
68,2020-00089859,12/15/20,12:33,3900 block of Denton Service Ln,12/15/20,12:33,Emergency Petition,CBE
70,2020-00089949,12/11/20,21:00,8300 block of Boteler Ln,12/15/20,17:47,Theft from Auto,Active/Pending
72,2020-00089984,12/15/20,21:40,,12/15/20,21:40,Trespassing,CBE
74,2020-00090533,12/17/20,10:51,4100 block of Valley Dr,12/17/20,10:51,Injured/Sick Person,CBE
76,2020-00090564,12/17/20,14:50,6900 block of Preinkert Dr,12/17/20,14:50,Check on the Welfare,CBE
78,2020-00090605,12/17/20,22:06,11 Fraternity Row,12/17/20,22:06,Emergency Petition,CBE
80,2020-00090611,12/17/20,23:09,3800 block of Stadium Dr,12/17/20,23:09,Recovered Stolen Motor Vehicle,Active/Pending
82,2020-00090626,12/18/20,01:27,College Ave,12/18/20,01:27,Alcohol Violation,Arrest
84,2020-00091390,12/21/20,00:45,6900 block of Preinkert Dr,12/21/20,00:45,Injured/Sick Person,CBE
86,2020-00091479,12/18/20,09:00,"Seneca Building, UC Center, University Centre at 4716 Pontiac St",12/21/20,09:06,Lost Property,CBE
88,2020-00091638,12/22/20,00:43,4300 block of Rowalt Dr,12/22/20,00:43,Injured/Sick Person,CBE
90,2020-00091684,12/22/20,03:57,Lot 4b / Paint Branch Dr,12/22/20,03:57,Vandalism,Arrest
92,2020-00091764,12/22/20,13:39,3400 block of Tulane Dr,12/22/20,13:59,Injured/Sick Person,CBE
94,2020-00091861,12/22/20,18:41,8100 block of Boteler Ln,12/22/20,18:41,Other Incident,CBE
96,2020-00092140,12/23/20,22:21,7500 block of Mowatt Ln,12/23/20,22:21,CDS Violation,Arrest
98,2020-00092278,12/24/10,12:33,7600 block of Mowatt Ln,12/24/20,12:22,Other Incident,CBE
100,2020-00093313,12/27/20,23:57,9000 block of Baltimore Ave,12/27/20,23:57,Weapon Violation,Arrest
102,2020-00094093,12/30/20,20:49,Baltimore Ave,12/30/20,20:49,CDS Violation,Arrest
0,2021-00000011,01/01/21,01:16,Baltimore Ave / College Ave,01/01/21,01:16,Emergency Petition,CBE
2,2021-00000015,01/01/21,02:37,340 block of Ehrensberger Dr,01/01/21,02:37,Suicide,CBE
4,2021-00000117,12/31/20,23:19,Taylor Mill Rd / Md-213,01/01/21,14:57,Accident - Departmental,CBE
6,2021-00000362,01/02/21,10:30,8700 block of Baltimore Ave,01/02/21,10:43,Assist Other Agency,CBE
8,2021-00000417,12/31/20,11:59,"Commons 2, SCC 2, South Campus Commons 2 at 7524 Calvert Service Ln",01/02/21,19:20,Damage to State Property,Summons Issued
10,2021-00000618,01/03/21,19:53,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155 Terrapin Trl",01/03/21,19:53,Suspicious Activity,Arrest
12,2021-00000779,01/04/21,11:14,Adelphi Rd,01/04/21,11:14,Other Incident,Active/Pending
14,2021-00000839,01/04/21,19:38,4300 block of Rowalt Dr,01/04/21,19:38,Fire,CBE
16,2021-00001794,01/07/21,23:50,Baltimore Ave,01/07/21,23:50,CDS Violation,Arrest
18,2021-00001820,01/08/21,02:42,"Alpha Delta Pi Sorority, Alpha Delti Pi at 4535 College Ave",01/08/21,02:42,Fire,CBE
20,2021-00002031,01/09/21,00:23,5100 block of Campus Dr,01/09/21,00:23,Emergency Petition,CBE
22,2021-00002465,01/10/21,09:14,"Leonardtown #244, Leonardtown at 4673 Rossborough Ln",01/10/21,09:14,Theft,Arrest
24,2021-00002998,01/12/21,09:09,"Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr",01/12/21,09:33,Injured/Sick Person,CBE
26,2021-00003024,01/03/21,17:00,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",01/12/21,12:16,Dept Property Damage/Loss,Active/Pending
28,2021-00003685,01/13/21,11:15,University Courtyard #7 at 8700 Boteler Ln,01/14/21,08:42,Theft from Auto,Investigation Pending
30,2021-00003689,11/22/20,15:00,,01/14/21,09:25,Vandalism,Active/Pending
32,2021-00003714,01/13/21,12:00,4300 block of Knox Rd,01/14/21,11:46,Title IX Incident Non Criminal,CBE
34,2021-00003804,01/14/21,21:36,4300 block of Rowalt Dr,01/14/21,21:36,Suspicious Activity,CBE
36,2021-00003970,01/15/21,14:18,7600 block of Mowatt Ln,01/15/21,14:18,Suspicious Activity,CBE
38,2021-00004029,01/15/21,18:36,5200 block of Campus Dr,01/15/21,18:36,Assist Other Agency,CBE
40,2021-00004284,01/16/21,20:02,Lot 1b,01/16/21,20:02,CDS Violation,Arrest
42,2021-00004689,01/18/21,02:25,Baltimore Ave,01/18/21,02:25,Alcohol Violation,Arrest
44,2021-00004728,01/18/21,02:30,4700 block of Norwich Rd,01/18/21,04:42,Assist Other Agency,CBE
46,2021-00005029,01/15/21,06:45,Lot RR2,01/19/21,08:11,Vandalism,Investigation Pending
48,2021-00005115,01/14/21,09:00,"Laboratory for Physical Sciences, LPS at 8050 Greenmead Dr",01/19/21,14:15,Theft,Investigation Pending
50,2021-00005116,01/19/21,14:22,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155 Terrapin Trl",01/19/21,14:22,Injured/Sick Person,CBE
52,2021-00005134,01/19/21,13:30,4000 block of Stadium Dr,01/19/21,16:25,Theft,Summons Issued
54,2021-00005892,01/22/21,04:35,4000 block of Union Dr,01/22/21,04:35,Injured/Sick Person,CBE
56,2021-00006130,01/22/21,22:40,Campus Dr,01/22/21,22:40,CDS Violation,Arrest
58,2021-00006182,01/23/21,02:46,Greenbelt Rd,01/23/21,02:46,CDS Violation,Arrest
60,2021-00006310,01/23/21,11:00,"26, South Campus Dining Hall at 7093 Preinkert Dr",01/23/21,11:59,Injured/Sick Person,CBE
62,2021-00006334,01/23/21,15:19,3900 block of Denton Service Ln,01/23/21,15:19,CDS Violation,Arrest
64,2021-00006640,01/18/21,12:00,7500 block of Dickinson Ave,01/24/21,17:33,Assist Other Agency,Active/Pending
66,2021-00006671,01/24/21,20:41,"Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr",01/24/21,20:42,Injured/Sick Person,CBE
68,2021-00006690,01/24/21,23:00,7500 block of Preinkert Dr,01/24/21,23:09,Harassment/Stalking,Active/Pending
70,2021-00006943,01/25/21,16:00,4700 block of Mangum Rd,01/25/21,17:39,Assist Other Agency,CBE
72,2021-00007115,01/12/21,08:00,4300 block of Terrapin Trl,01/26/21,08:48,Theft,Unfounded
74,2021-00007116,01/26/21,09:22,7900 block of Regents Dr,01/26/21,09:22,Disorderly Conduct,Active/Pending
76,2021-00007156,01/26/21,13:37,South Gate at 7567 Regents Dr,01/26/21,13:37,Recovered Stolen Motor Vehicle,Arrest
78,2021-00007337,01/27/21,10:16,7300 block of Dickinson Ave,01/27/21,10:16,Injured/Sick Person,CBE
80,2021-00007649,10/31/19,07:00,8100 block of Paint Branch Dr,01/28/21,11:05,Theft,Arrest
82,2021-00007718,01/28/21,18:48,269 at 4315 Rowalt Dr,01/28/21,18:48,Recovered Stolen Property,Arrest
84,2021-00007872,10/01/20,08:30,8100 block of Paint Branch Dr,01/29/21,08:45,Theft,Arrest
86,2021-00007913,01/29/21,12:25,8100 block of Baltimore Ave,01/29/21,12:25,Assist Other Agency,CBE
88,2021-00007974,01/29/21,20:10,"Prince Frederick, Prince Frederick Hall at 7030 Preinkert Dr",01/29/21,20:28,Injured/Sick Person,CBE
90,2021-00008316,01/31/21,00:06,McKeldin Mall,01/31/21,00:06,Injured/Sick Person,CBE
92,2021-00008554,01/31/21,18:47,8300 block of Boteler Ln,01/31/21,18:47,Warrant/Summons Service,Arrest
0,2021-00008732,01/28/21,18:49,4000 block of Campus Dr,02/01/21,10:34,Harassment/Stalking,Active/Pending
2,2021-00008883,02/01/21,22:41,4300 block of Knox Rd,02/01/21,22:41,Injured/Sick Person,CBE
4,2021-00009050,02/02/21,10:09,4300 block of Hartwick Rd,02/02/21,10:09,Other Incident,CBE
6,2021-00009116,01/25/21,08:00,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",02/02/21,15:52,Dept Property Damage/Loss,CBE
